
When: 2025-11-03 18:38:18 Episode: 1 Map: 1
timestamp	 tic	 x	 y	 z	 angle	 momx	 momy
2025-11-03 18:38:36	 830	 -96	784	56	 90.00	 -1	0 	0
2025-11-03 18:38:37	 865	 -97	808	56	 86.48	 -1	0 	0
2025-11-03 18:38:39	 952	 -107	975	8	 90.00	 -1	7 	0
2025-11-03 18:38:40	 987	 -92	1189	40	 40.78	 0	1 	0
2025-11-03 18:39:46	 3305	 -90	1206	40	 74.18	 0	1 	0
2025-11-03 18:39:47	 3340	 -65	1422	56	 90.00	 -1	8 	0
2025-11-03 18:39:48	 3375	 -34	1599	56	 0.35	 0	0 	0
2025-11-03 18:39:50	 3436	 -13	1608	56	 0.35	 4	0 	0
2025-11-03 18:39:51	 3471	 149	1647	56	 68.91	 0	0 	0
2025-11-03 18:39:52	 3506	 155	1735	56	 91.76	 -1	5 	0
2025-11-03 18:39:54	 3566	 154	1754	56	 91.76	 0	-1 	0
2025-11-03 18:40:07	 4033	 155	1758	56	 104.06	 0	0 	0
2025-11-03 18:40:08	 4068	 148	1788	56	 35.51	 -1	0 	0
2025-11-03 18:40:09	 4103	 146	1808	56	 283.01	 -1	0 	0
2025-11-03 18:40:11	 4168	 165	1729	56	 283.01	 0	-4 	0
2025-11-03 18:40:12	 4203	 146	1808	56	 283.01	 0	-3 	0
2025-11-03 18:40:13	 4238	 150	1634	56	 165.23	 -1	-2 	0
2025-11-03 18:40:14	 4273	 -70	1638	56	 193.36	 -14	-2 	0
2025-11-03 18:40:15	 4308	 -72	1306	56	 258.40	 -1	-16 	0
2025-11-03 18:40:16	 4343	 -28	848	8	 353.32	 7	-1 	0
2025-11-03 18:40:17	 4378	 69	943	8	 172.62	 -7	0 	0
2025-11-03 18:40:18	 4413	 -93	1088	24	 51.33	 1	7 	0
2025-11-03 18:40:19	 4448	 107	1191	16	 288.28	 7	-2 	0
2025-11-03 18:40:20	 4483	 122	1040	8	 193.36	 -3	-1 	0
2025-11-03 18:40:21	 4518	 -62	1128	32	 116.02	 -5	6 	0
2025-11-03 18:40:22	 4553	 -114	1263	48	 80.86	 0	0 	0
2025-11-03 18:40:23	 4588	 -48	1452	56	 66.80	 2	7 	0
2025-11-03 18:40:24	 4623	 1	1569	56	 354.73	 1	1 	0
2025-11-03 18:40:25	 4658	 189	1594	56	 56.25	 6	3 	0
2025-11-03 18:40:26	 4693	 258	1647	56	 117.77	 0	0 	0
2025-11-03 18:40:27	 4728	 188	1747	56	 96.68	 -2	7 	0
2025-11-03 18:40:28	 4763	 85	2011	48	 121.29	 -5	7 	0
2025-11-03 18:40:29	 4798	 -62	2259	48	 98.44	 -4	7 	0
2025-11-03 18:40:30	 4833	 -82	2413	48	 352.97	 -1	0 	0
2025-11-03 18:40:32	 4895	 -55	2416	48	 0.00	 5	-1 	0
2025-11-03 18:40:33	 4930	 -17	2445	48	 345.94	 0	-1 	0
2025-11-03 18:40:34	 4968	 29	2459	48	 349.45	 3	0 	0
2025-11-03 18:40:35	 5003	 64	2464	48	 349.45	 0	0 	0
2025-11-03 18:40:36	 5050	 159	2442	48	 296.72	 4	-3 	0
2025-11-03 18:40:37	 5085	 239	2295	48	 289.69	 0	-1 	0
2025-11-03 18:40:39	 5138	 218	2306	48	 140.27	 -5	3 	0
2025-11-03 18:40:40	 5173	 144	2371	48	 161.37	 0	0 	0
