
When: 2025-11-02 22:01:59 Episode: 1 Map: 1
timestamp	 tic	 x	 y	 z	 angle	 momx	 momy
2025-11-02 22:04:06	 4933	 403	1189	56	 260.51	 -2	-9 	0
2025-11-02 22:04:07	 4968	 431	952	56	 4.22	 0	-2 	0
2025-11-02 22:04:08	 5016	 444	921	51	 320.27	 2	-4 	0
2025-11-02 22:04:09	 5051	 658	855	56	 348.40	 7	-1 	0
2025-11-02 22:04:10	 5086	 949	810	40	 18.28	 8	-1 	0
2025-11-02 22:04:18	 5305	 -97	799	56	 90.00	 -1	0 	0
2025-11-02 22:04:25	 5549	 -95	830	56	 86.48	 0	0 	0
2025-11-02 22:04:26	 5584	 -90	935	8	 93.52	 -1	6 	0
2025-11-02 22:04:27	 5619	 -92	1211	40	 81.21	 0	8 	0
2025-11-02 22:04:28	 5654	 -80	1338	56	 104.06	 0	0 	0
2025-11-02 22:04:30	 5736	 -80	1299	56	 90.00	 0	-7 	0
2025-11-02 22:04:31	 5771	 -80	1108	32	 90.00	 -1	1 	0
2025-11-02 22:04:32	 5806	 -80	1161	40	 144.49	 -1	0 	0
2025-11-02 22:04:33	 5845	 -165	1117	19	 227.11	 -6	-4 	0
2025-11-02 22:04:34	 5880	 -222	1040	8	 329.06	 4	-1 	0
2025-11-02 22:04:35	 5915	 -11	963	11	 327.30	 6	-5 	0
2025-11-02 22:04:36	 5950	 187	929	8	 71.02	 3	5 	0
2025-11-02 22:04:37	 5985	 188	1112	8	 144.84	 -1	1 	0
2025-11-02 22:04:38	 6020	 160	1125	8	 181.76	 -5	-1 	0
2025-11-02 22:04:39	 6055	 -52	1207	48	 95.62	 -3	4 	0
2025-11-02 22:04:40	 6090	 -81	1249	48	 85.08	 -1	0 	0
2025-11-02 22:04:45	 6275	 -77	1392	56	 69.26	 1	7 	0
2025-11-02 22:04:46	 6310	 2	1584	56	 37.62	 3	4 	0
2025-11-02 22:04:47	 6345	 86	1628	56	 4.22	 5	0 	0
2025-11-02 22:04:48	 6380	 143	1638	56	 76.29	 1	3 	0
2025-11-02 22:04:49	 6415	 187	1775	56	 106.17	 0	0 	0
2025-11-02 22:04:51	 6488	 180	1850	48	 104.41	 -2	6 	0
2025-11-02 22:04:52	 6523	 117	2119	48	 104.41	 -3	8 	0
2025-11-02 22:04:53	 6558	 78	2223	48	 158.91	 -1	0 	0
2025-11-02 22:04:54	 6593	 -50	2238	48	 111.45	 -5	3 	0
2025-11-02 22:04:55	 6628	 -34	2431	48	 348.40	 3	2 	0
2025-11-02 22:04:56	 6663	 -17	2422	48	 283.36	 0	-2 	0
2025-11-02 22:04:57	 6698	 -18	2409	48	 288.63	 -1	0 	0
2025-11-02 22:05:02	 6850	 28	2476	48	 346.64	 3	1 	0
2025-11-02 22:05:03	 6885	 64	2487	48	 337.85	 0	0 	0
2025-11-02 22:05:04	 6925	 60	2505	48	 322.03	 -1	0 	0
2025-11-02 22:05:07	 7037	 73	2496	48	 315.00	 3	-4 	0
2025-11-02 22:05:08	 7072	 142	2448	48	 293.91	 0	0 	0
2025-11-02 22:05:09	 7107	 205	2300	48	 348.40	 2	-4 	0
2025-11-02 22:05:10	 7142	 229	2265	48	 20.04	 0	-1 	0
2025-11-02 22:05:17	 7373	 147	2249	48	 306.21	 1	-3 	0
2025-11-02 22:05:18	 7408	 183	2027	48	 279.84	 0	-9 	0
2025-11-02 22:05:19	 7443	 214	1741	56	 276.33	 0	-9 	0
2025-11-02 22:05:20	 7478	 344	1554	56	 25.31	 3	1 	0
2025-11-02 22:05:21	 7513	 569	1656	56	 13.01	 7	3 	0
2025-11-02 22:05:22	 7548	 713	1577	56	 249.96	 -3	-3 	0
2025-11-02 22:05:23	 7583	 562	1517	56	 126.91	 -4	3 	0
2025-11-02 22:05:24	 7618	 446	1647	56	 177.89	 -6	0 	0
2025-11-02 22:05:25	 7653	 281	1552	56	 278.09	 0	-1 	0
2025-11-02 22:05:26	 7688	 387	1518	56	 286.88	 4	-6 	0
2025-11-02 22:05:27	 7723	 429	1464	56	 37.62	 0	-1 	0
2025-11-02 22:05:28	 7758	 453	1584	56	 0.70	 4	3 	0
2025-11-02 22:05:29	 7793	 607	1561	56	 307.97	 0	-1 	0
2025-11-02 22:05:30	 7830	 603	1553	56	 179.65	 -5	-1 	0
2025-11-02 22:05:31	 7865	 424	1550	56	 232.38	 -6	-2 	0
2025-11-02 22:05:32	 7900	 355	1333	56	 274.57	 0	-9 	0
2025-11-02 22:05:33	 7935	 374	1045	56	 274.57	 0	-9 	0
2025-11-02 22:05:34	 7970	 381	959	56	 332.58	 0	-1 	0
2025-11-02 22:05:35	 8025	 336	993	56	 332.58	 -1	2 	0
2025-11-02 22:05:36	 8060	 336	1026	56	 316.76	 0	0 	0
2025-11-02 22:05:38	 8107	 343	1053	56	 306.21	 2	-3 	0
2025-11-02 22:05:39	 8142	 393	964	56	 288.63	 0	-1 	0
2025-11-02 22:05:43	 8300	 380	962	56	 232.38	 -1	0 	0
2025-11-02 22:05:44	 8335	 431	1086	56	 269.30	 0	3 	0
2025-11-02 22:05:45	 8370	 389	1205	56	 260.51	 -2	3 	0
2025-11-02 22:05:46	 8405	 336	1131	56	 283.36	 0	-7 	0
2025-11-02 22:05:47	 8440	 348	1045	56	 309.73	 0	-1 	0
2025-11-02 22:05:52	 8603	 391	977	56	 323.79	 2	-4 	0
2025-11-02 22:05:53	 8638	 402	942	56	 351.91	 -5	0 	0
2025-11-02 22:05:54	 8673	 336	959	56	 32.34	 0	0 	0
2025-11-02 22:05:55	 8708	 431	1079	56	 83.32	 0	2 	0
2025-11-02 22:05:56	 8743	 424	1308	56	 109.69	 -2	7 	0
2025-11-02 22:05:57	 8778	 335	1552	56	 178.24	 -2	2 	0
2025-11-02 22:05:58	 8813	 259	1561	56	 301.29	 -1	-1 	0
2025-11-02 22:05:59	 8853	 216	1575	56	 348.75	 -2	0 	0
2025-11-02 22:06:02	 8955	 202	1580	56	 341.72	 1	-1 	0
2025-11-02 22:06:03	 8990	 252	1564	56	 346.99	 0	-1 	0
2025-11-02 22:06:04	 9033	 209	1552	56	 20.39	 -4	-1 	0
2025-11-02 22:06:05	 9068	 -21	1551	56	 4.57	 -9	-1 	0
2025-11-02 22:06:06	 9103	 -112	1554	56	 27.42	 0	0 	0
2025-11-02 22:06:08	 9162	 -95	1557	56	 359.30	 0	-1 	0
2025-11-02 22:06:12	 9301	 -93	1556	56	 329.41	 -1	0 	0
2025-11-02 22:06:13	 9336	 -17	1490	56	 20.39	 0	0 	0
2025-11-02 22:06:14	 9371	 -18	1549	56	 62.58	 -1	-2 	0
2025-11-02 22:06:16	 9455	 -22	1537	56	 18.63	 2	0 	0
2025-11-02 22:06:17	 9490	 75	1552	56	 357.54	 5	-1 	0
2025-11-02 22:06:18	 9525	 314	1552	56	 306.56	 1	-1 	0
2025-11-02 22:06:19	 9560	 336	1464	56	 266.13	 -1	-6 	0
2025-11-02 22:06:20	 9595	 379	1210	56	 283.71	 1	-9 	0
2025-11-02 22:06:21	 9630	 429	964	56	 267.89	 0	-3 	0
2025-11-02 22:06:23	 9709	 347	978	56	 348.75	 -4	1 	0
2025-11-02 22:06:24	 9744	 365	974	56	 343.48	 3	-2 	0
2025-11-02 22:06:25	 9779	 403	959	56	 352.27	 0	-1 	0
2025-11-02 22:06:29	 9889	 431	977	56	 67.85	 0	3 	0
2025-11-02 22:06:30	 9924	 431	1090	56	 13.36	 0	3 	0
2025-11-02 22:06:31	 9959	 431	1057	56	 292.50	 0	-2 	0
2025-11-02 22:06:32	 9994	 431	977	56	 292.50	 0	-3 	0
2025-11-02 22:06:33	 10029	 431	929	56	 343.48	 0	-1 	0
2025-11-02 22:06:34	 10097	 484	867	40	 306.56	 1	-3 	0
2025-11-02 22:06:35	 10132	 502	837	40	 359.30	 0	-1 	0
2025-11-02 22:06:38	 10220	 672	858	56	 22.15	 7	2 	0
2025-11-02 22:06:39	 10255	 888	943	40	 346.99	 6	-1 	0
2025-11-02 22:06:40	 10290	 1135	872	40	 344.96	 -1	-1 	0
