
When: 2025-11-03 16:33:49 Episode: 1 Map: 3
timestamp	 tic	 x	 y	 z	 angle	 momx	 momy
2025-11-03 16:33:50	 326	 1936	3488	0	 0.00	 0	0 	0
2025-11-03 16:33:51	 361	 1999	3488	0	 86.13	 0	0 	0
2025-11-03 16:33:54	 473	 1966	3488	0	 193.36	 -1	0 	0
2025-11-03 16:33:55	 509	 1947	3494	0	 149.41	 -2	1 	0
2025-11-03 16:33:56	 544	 1899	3522	0	 149.41	 -2	0 	0
2025-11-03 16:33:58	 608	 1890	3529	0	 356.48	 2	-1 	0
2025-11-03 16:34:00	 677	 2056	3519	0	 5.27	 -4	-1 	0
2025-11-03 16:34:01	 712	 1888	3506	0	 356.48	 -3	-1 	0
2025-11-03 16:34:02	 747	 1865	3505	0	 3.52	 -1	-1 	0
2025-11-03 16:34:04	 820	 1998	3513	0	 3.52	 1	0 	0
2025-11-03 16:34:06	 881	 2015	3514	0	 3.52	 1	0 	0
2025-11-03 16:34:07	 916	 2038	3516	0	 3.52	 0	0 	0
2025-11-03 16:34:09	 985	 2036	3521	0	 335.39	 -1	0 	0
2025-11-03 16:34:10	 1020	 2055	3510	0	 344.18	 0	-1 	0
2025-11-03 16:34:11	 1055	 2076	3510	0	 344.18	 -7	1 	0
2025-11-03 16:34:12	 1090	 1950	3547	0	 344.18	 -1	0 	0
2025-11-03 16:34:13	 1131	 1988	3536	0	 344.18	 5	-2 	0
2025-11-03 16:34:14	 1166	 2080	3506	0	 344.18	 2	-1 	4
2025-11-03 16:34:15	 1201	 2077	3495	0	 3.52	 -2	-1 	0
2025-11-03 16:34:17	 1286	 2064	3494	0	 0.00	 2	0 	0
2025-11-03 16:34:18	 1321	 2157	3494	0	 280.90	 0	0 	0
2025-11-03 16:34:20	 1374	 2145	3440	0	 258.05	 -2	-7 	0
2025-11-03 16:34:21	 1409	 2184	3281	-64	 19.34	 3	0 	0
2025-11-03 16:34:22	 1444	 2225	3288	-64	 66.80	 0	0 	0
2025-11-03 16:34:23	 1479	 2268	3329	-64	 333.63	 4	-1 	0
2025-11-03 16:34:24	 1514	 2417	3296	-64	 268.59	 1	0 	0
2025-11-03 16:34:25	 1549	 2391	3296	-64	 210.59	 -6	-1 	0
2025-11-03 16:34:26	 1584	 2308	3252	-64	 330.12	 1	-2 	0
2025-11-03 16:34:27	 1619	 2468	3221	-24	 7.03	 7	0 	0
2025-11-03 16:34:28	 1654	 2606	3246	0	 82.62	 0	0 	0
2025-11-03 16:34:29	 1689	 2613	3242	0	 89.65	 0	-3 	0
2025-11-03 16:34:30	 1724	 2613	3161	0	 89.65	 -1	-1 	0
2025-11-03 16:34:31	 1759	 2615	3306	0	 77.34	 0	7 	0
2025-11-03 16:34:32	 1794	 2618	3583	0	 121.29	 -3	6 	0
2025-11-03 16:34:33	 1829	 2591	3653	0	 172.27	 -1	0 	0
2025-11-03 16:34:34	 1874	 2671	3644	0	 195.12	 0	0 	0
2025-11-03 16:34:35	 1909	 2671	3668	0	 165.23	 0	0 	0
2025-11-03 16:34:37	 1960	 2585	3590	0	 193.36	 -2	-2 	0
2025-11-03 16:34:39	 2049	 2571	3575	0	 89.65	 -1	1 	0
2025-11-03 16:34:40	 2084	 2592	3674	0	 154.69	 0	0 	0
2025-11-03 16:34:41	 2119	 2452	3729	0	 159.96	 -8	3 	0
2025-11-03 16:34:42	 2154	 2206	3720	0	 210.94	 -4	-2 	0
2025-11-03 16:34:43	 2189	 2149	3699	0	 198.63	 -5	-2 	0
2025-11-03 16:34:44	 2224	 2033	3658	0	 288.28	 -1	-1 	0
2025-11-03 16:34:45	 2259	 2079	3659	0	 2.11	 0	0 	0
2025-11-03 16:34:46	 2294	 2141	3679	0	 10.90	 6	1 	0
2025-11-03 16:34:47	 2329	 2389	3702	0	 332.23	 3	0 	0
2025-11-03 16:34:48	 2364	 2424	3704	0	 226.76	 0	0 	0
2025-11-03 16:34:49	 2399	 2342	3664	-8	 253.12	 -3	0 	0
2025-11-03 16:34:50	 2434	 2324	3664	0	 270.70	 0	-1 	0
2025-11-03 16:34:51	 2469	 2351	3616	-8	 290.04	 0	-5 	0
2025-11-03 16:34:52	 2504	 2488	3422	-64	 300.59	 5	-6 	0
2025-11-03 16:34:53	 2539	 2510	3337	-64	 181.05	 -1	-1 	0
2025-11-03 16:34:59	 2738	 2362	3342	-64	 177.54	 -8	0 	0
2025-11-03 16:35:00	 2773	 2210	3343	-64	 281.25	 -1	-1 	0
2025-11-03 16:35:03	 2875	 2205	3310	-64	 270.70	 0	-6 	0
2025-11-03 16:35:04	 2910	 2165	3088	-64	 216.21	 -3	0 	0
2025-11-03 16:35:05	 2945	 2139	3088	-64	 309.38	 -1	0 	0
2025-11-03 16:35:07	 3010	 2213	3248	-64	 56.60	 2	4 	0
2025-11-03 16:35:08	 3045	 2315	3422	-64	 40.78	 5	5 	0
2025-11-03 16:35:09	 3080	 2488	3615	-64	 109.34	 0	0 	0
2025-11-03 16:35:10	 3115	 2424	3602	-64	 232.38	 -3	-2 	0
2025-11-03 16:35:11	 3150	 2409	3452	-64	 276.33	 -1	-7 	0
2025-11-03 16:35:12	 3185	 2411	3329	-64	 207.77	 -4	-3 	0
2025-11-03 16:35:13	 3220	 2307	3241	-64	 297.42	 1	-5 	0
2025-11-03 16:35:14	 3259	 2431	3223	-40	 0.70	 7	0 	0
2025-11-03 16:35:15	 3294	 2636	3161	0	 293.91	 1	-1 	0
2025-11-03 16:35:17	 3382	 2652	3152	0	 90.00	 -1	1 	0
2025-11-03 16:35:18	 3417	 2686	3362	0	 24.96	 4	5 	0
2025-11-03 16:35:23	 3593	 2764	3407	96	 77.70	 1	0 	0
2025-11-03 16:35:24	 3628	 2810	3453	96	 40.78	 0	0 	0
2025-11-03 16:35:28	 3740	 2842	3422	96	 311.13	 0	-2 	0
2025-11-03 16:35:29	 3775	 2861	3366	96	 277.73	 -2	-3 	0
2025-11-03 16:35:30	 3810	 2883	3277	96	 326.95	 5	-4 	0
2025-11-03 16:35:31	 3845	 3027	3180	96	 35.51	 0	-1 	0
2025-11-03 16:35:32	 3880	 3047	3160	96	 133.95	 0	-1 	0
2025-11-03 16:35:33	 3918	 3018	3179	96	 146.25	 -3	1 	0
2025-11-03 16:35:34	 3953	 2983	3207	96	 174.38	 -1	0 	0
2025-11-03 16:35:35	 3988	 2888	3242	96	 144.49	 -7	3 	0
2025-11-03 16:35:36	 4023	 2720	3364	19	 144.49	 0	0 	3
2025-11-03 16:35:40	 4163	 2728	3375	96	 2.11	 1	0 	3
2025-11-03 16:35:41	 4203	 2745	3376	96	 2.11	 1	0 	3
2025-11-03 16:35:42	 4238	 2916	3382	96	 2.11	 1	0 	0
2025-11-03 16:35:43	 4273	 2966	3415	96	 53.09	 3	4 	0
2025-11-03 16:35:44	 4308	 3050	3517	96	 344.53	 0	0 	0
2025-11-03 16:35:45	 4350	 3072	3519	96	 353.32	 0	-1 	0
2025-11-03 16:35:46	 4385	 3086	3481	96	 256.64	 0	-6 	0
2025-11-03 16:35:47	 4420	 3037	3253	96	 286.52	 -1	-3 	0
2025-11-03 16:35:48	 4455	 3029	3222	96	 16.17	 -1	-1 	0
2025-11-03 16:35:50	 4510	 3015	3226	96	 10.90	 -1	0 	0
2025-11-03 16:35:51	 4545	 3069	3374	96	 61.88	 1	5 	0
2025-11-03 16:35:52	 4580	 3082	3432	96	 0.35	 0	0 	0
2025-11-03 16:35:53	 4634	 3158	3362	96	 2.11	 2	-3 	0
2025-11-03 16:35:54	 4669	 3135	3346	96	 353.32	 -3	0 	0
2025-11-03 16:35:55	 4704	 2935	3368	96	 353.32	 -4	0 	0
2025-11-03 16:35:56	 4739	 2944	3388	96	 7.38	 3	1 	0
2025-11-03 16:35:57	 4774	 2975	3399	96	 356.84	 0	0 	0
2025-11-03 16:35:58	 4822	 3047	3306	96	 323.44	 0	-2 	0
2025-11-03 16:35:59	 4857	 3083	3289	96	 5.62	 0	-1 	0
2025-11-03 16:36:01	 4903	 3105	3278	96	 344.53	 1	-1 	0
2025-11-03 16:36:02	 4938	 3119	3272	112	 56.60	 -1	1 	0
2025-11-03 16:36:03	 4973	 3056	3489	96	 93.52	 -2	7 	0
2025-11-03 16:36:04	 5008	 3023	3640	96	 195.47	 -4	-1 	0
2025-11-03 16:36:05	 5043	 2897	3551	96	 218.32	 -4	-4 	0
2025-11-03 16:36:06	 5078	 2814	3457	96	 251.72	 -3	-5 	0
2025-11-03 16:36:07	 5113	 2781	3386	96	 353.67	 -1	-1 	0
2025-11-03 16:36:08	 5148	 2826	3398	96	 0.70	 1	0 	0
2025-11-03 16:36:09	 5204	 2902	3414	96	 12.07	 0	0 	0
2025-11-03 16:36:16	 5408	 1960	3500	0	 19.34	 1	0 	0
2025-11-03 16:36:21	 5593	 1979	3507	0	 14.06	 3	0 	0
2025-11-03 16:36:22	 5628	 2034	3514	0	 354.73	 1	-1 	0
2025-11-03 16:36:23	 5663	 2053	3512	0	 354.73	 0	-1 	0
2025-11-03 16:36:25	 5726	 2079	3510	0	 354.73	 -7	0 	0
2025-11-03 16:36:26	 5761	 1856	3533	0	 354.73	 -1	0 	0
2025-11-03 16:36:30	 5905	 2002	3522	0	 354.73	 3	-1 	0
2025-11-03 16:36:31	 5942	 2078	3514	0	 354.73	 0	-1 	0
2025-11-03 16:36:33	 6007	 2074	3515	0	 354.73	 -3	0 	0
2025-11-03 16:36:34	 6042	 2047	3517	0	 347.70	 -1	0 	0
2025-11-03 16:36:35	 6082	 2029	3522	0	 338.91	 -4	1 	0
2025-11-03 16:36:36	 6117	 1904	3551	0	 338.91	 -1	0 	0
2025-11-03 16:36:37	 6152	 1958	3530	0	 351.21	 2	-1 	0
2025-11-03 16:36:38	 6187	 2061	3510	0	 351.21	 -2	0 	0
2025-11-03 16:36:39	 6222	 2006	3517	0	 351.21	 -4	0 	0
2025-11-03 16:36:40	 6257	 1922	3534	0	 351.21	 -2	0 	0
2025-11-03 16:36:41	 6292	 1900	3539	0	 351.21	 -2	0 	0
2025-11-03 16:36:42	 6327	 2073	3512	0	 351.21	 7	-2 	0
2025-11-03 16:36:43	 6362	 2106	3507	0	 351.21	 -1	0 	0
2025-11-03 16:36:47	 6492	 2190	3532	0	 15.82	 3	1 	0
2025-11-03 16:36:48	 6527	 2270	3548	-64	 321.33	 1	-3 	0
2025-11-03 16:36:49	 6562	 2458	3450	-64	 43.95	 7	1 	0
2025-11-03 16:36:50	 6597	 2481	3588	-64	 166.99	 -2	2 	0
2025-11-03 16:36:51	 6632	 2468	3611	-64	 247.85	 -1	-2 	0
2025-11-03 16:36:52	 6667	 2367	3435	-64	 244.34	 -4	-7 	0
2025-11-03 16:36:53	 6702	 2322	3283	-64	 333.98	 4	-3 	0
2025-11-03 16:36:54	 6737	 2335	3279	-64	 3.87	 0	0 	0
2025-11-03 16:36:55	 6772	 2337	3221	-64	 311.13	 0	-3 	0
2025-11-03 16:36:56	 6811	 2484	3213	0	 339.26	 6	-2 	0
2025-11-03 16:36:57	 6846	 2626	3174	0	 65.39	 0	-1 	0
2025-11-03 16:37:03	 7037	 2634	3205	0	 86.48	 0	5 	0
2025-11-03 16:37:04	 7072	 2650	3467	0	 86.48	 0	8 	0
2025-11-03 16:37:05	 7107	 2643	3672	0	 172.62	 -1	1 	0
2025-11-03 16:37:06	 7158	 2637	3685	0	 179.65	 -3	0 	0
2025-11-03 16:37:07	 7193	 2404	3686	0	 179.65	 -9	0 	0
2025-11-03 16:37:08	 7228	 2114	3687	0	 191.95	 -9	-1 	0
2025-11-03 16:37:09	 7263	 2021	3681	0	 315.00	 -1	-1 	0
2025-11-03 16:37:10	 7298	 2136	3686	0	 348.40	 7	-1 	0
